type,event,id,created_at,modified_at
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nn-NO) AppleWebKit/534.12.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.12.5"", ""ip"": ""21.236.252.47"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://gonzalez.com""}",416,2025-01-31 12:54:51.455568,2025-01-31 12:54:51.455568
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nn-NO) AppleWebKit/534.12.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.12.5"", ""ip"": ""21.236.252.47"", ""customer-id"": null, ""product"": 3, ""position"": 0}",417,2025-01-31 12:54:51.553918,2025-01-31 12:54:51.553918
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nn-NO) AppleWebKit/534.12.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.12.5"", ""ip"": ""21.236.252.47"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/3""}",418,2025-01-31 12:54:51.605115,2025-01-31 12:54:51.605115
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0)"", ""ip"": ""117.115.192.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",419,2025-01-31 12:54:51.657895,2025-01-31 12:54:51.657895
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0)"", ""ip"": ""117.115.192.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",420,2025-01-31 12:54:51.742081,2025-01-31 12:54:51.742081
PAGE_VIEW,"{""user-agent"": ""Opera/8.16.(Windows CE; lv-LV) Presto/2.9.165 Version/10.00"", ""ip"": ""6.182.141.49"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",421,2025-01-31 12:54:51.792992,2025-01-31 12:54:51.792992
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1)"", ""ip"": ""30.118.231.98"", ""customer-id"": null, ""query"": ""Cross-platform next generation projection""}",422,2025-01-31 12:54:51.842307,2025-01-31 12:54:51.842307
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows 95; nso-ZA; rv:1.9.1.20) Gecko/2014-07-17 02:29:45 Firefox/11.0"", ""ip"": ""139.65.98.22"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/12""}",423,2025-01-31 12:54:51.888557,2025-01-31 12:54:51.888557
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1)"", ""ip"": ""191.10.241.88"", ""customer-id"": 6, ""page"": ""https://xcc-webshop.com/category/10""}",424,2025-01-31 12:54:51.935653,2025-01-31 12:54:51.935653
PAGE_VIEW,"{""user-agent"": ""Opera/9.12.(X11; Linux i686; kok-IN) Presto/2.9.188 Version/10.00"", ""ip"": ""1.216.17.177"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/8""}",425,2025-01-31 12:54:51.980965,2025-01-31 12:54:51.980965
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1)"", ""ip"": ""182.125.224.42"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",426,2025-01-31 12:54:52.034238,2025-01-31 12:54:52.034238
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10 9_6 rv:5.0; fr-FR) AppleWebKit/535.7.3 (KHTML, like Gecko) Version/5.0.4 Safari/535.7.3"", ""ip"": ""193.170.22.38"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",427,2025-01-31 12:54:52.079267,2025-01-31 12:54:52.079267
PAGE_VIEW,"{""user-agent"": ""Opera/8.24.(X11; Linux x86_64; ik-CA) Presto/2.9.173 Version/12.00"", ""ip"": ""178.6.113.77"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",428,2025-01-31 12:54:52.121251,2025-01-31 12:54:52.121251
ADD_PRODUCT_TO_CART,"{""product"": 1, ""customer-id"": 18}",1908,2025-01-31 12:56:47.207022,2025-01-31 12:56:47.207022
PAGE_VIEW,"{""user-agent"": ""Opera/9.55.(X11; Linux i686; lo-LA) Presto/2.9.177 Version/12.00"", ""ip"": ""87.172.17.121"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/2""}",429,2025-01-31 12:54:52.164019,2025-01-31 12:54:52.164019
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-01-24 15:25:44 Firefox/3.6.10"", ""ip"": ""36.163.110.92"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/13""}",430,2025-01-31 12:54:52.208971,2025-01-31 12:54:52.208971
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.29.3 (KHTML, like Gecko) Version/5.1 Safari/535.29.3"", ""ip"": ""140.60.150.250"", ""customer-id"": 13, ""page"": ""https://xcc-webshop.com/category/13""}",431,2025-01-31 12:54:52.255565,2025-01-31 12:54:52.255565
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.868.0 Safari/536.1"", ""ip"": ""147.32.219.236"", ""customer-id"": null, ""query"": ""Assimilated coherent collaboration""}",432,2025-01-31 12:54:52.300404,2025-01-31 12:54:52.300404
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/61.0.834.0 Mobile/55P057 Safari/534.0"", ""ip"": ""111.154.221.218"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",433,2025-01-31 12:54:52.343507,2025-01-31 12:54:52.343507
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_5 rv:2.0; kw-GB) AppleWebKit/533.43.3 (KHTML, like Gecko) Version/4.1 Safari/533.43.3"", ""ip"": ""31.115.17.52"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/9""}",434,2025-01-31 12:54:52.384926,2025-01-31 12:54:52.384926
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_8 rv:4.0; om-KE) AppleWebKit/531.42.3 (KHTML, like Gecko) Version/4.0 Safari/531.42.3"", ""ip"": ""188.211.254.252"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",435,2025-01-31 12:54:52.426061,2025-01-31 12:54:52.426061
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/32.0.840.0 Safari/531.2"", ""ip"": ""166.242.252.179"", ""customer-id"": null, ""query"": ""Object-based disintermediate implementation""}",436,2025-01-31 12:54:52.465171,2025-01-31 12:54:52.465171
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 19}",437,2025-01-31 12:54:52.505917,2025-01-31 12:54:52.505917
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/30.0.817.0 Mobile/58E682 Safari/534.0"", ""ip"": ""47.29.18.73"", ""customer-id"": null, ""query"": ""Synergized stable implementation""}",438,2025-01-31 12:54:52.548168,2025-01-31 12:54:52.548168
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Windows 95; aa-ER; rv:1.9.1.20) Gecko/2014-06-09 04:50:21 Firefox/3.6.6"", ""ip"": ""202.53.209.191"", ""customer-id"": null, ""query"": ""Integrated interactive database""}",439,2025-01-31 12:54:52.595039,2025-01-31 12:54:52.595039
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows CE; tcy-IN; rv:1.9.2.20) Gecko/2023-06-06 19:06:30 Firefox/3.8"", ""ip"": ""177.18.235.247"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",440,2025-01-31 12:54:52.641418,2025-01-31 12:54:52.641418
PAGE_VIEW,"{""user-agent"": ""Opera/8.55.(X11; Linux x86_64; brx-IN) Presto/2.9.183 Version/12.00"", ""ip"": ""133.18.157.143"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/9""}",441,2025-01-31 12:54:52.692497,2025-01-31 12:54:52.692497
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/19.0.865.0 Safari/532.2"", ""ip"": ""6.89.49.118"", ""customer-id"": null, ""query"": ""Compatible high-level capacity""}",442,2025-01-31 12:54:52.745016,2025-01-31 12:54:52.745016
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/44.0.845.0 Mobile/24W713 Safari/534.2"", ""ip"": ""104.162.159.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/5""}",443,2025-01-31 12:54:52.797871,2025-01-31 12:54:52.797871
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Opera/9.30.(Windows NT 5.01; ug-CN) Presto/2.9.169 Version/10.00"", ""ip"": ""89.99.177.112"", ""customer-id"": null, ""product"": 13, ""position"": 2}",444,2025-01-31 12:54:52.852790,2025-01-31 12:54:52.852790
PAGE_VIEW,"{""user-agent"": ""Opera/9.30.(Windows NT 5.01; ug-CN) Presto/2.9.169 Version/10.00"", ""ip"": ""89.99.177.112"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/13""}",445,2025-01-31 12:54:52.896752,2025-01-31 12:54:52.896752
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2014-11-04 21:37:45 Firefox/3.6.1"", ""ip"": ""181.248.136.122"", ""customer-id"": null, ""query"": ""Optimized attitude-oriented budgetary management""}",446,2025-01-31 12:54:52.945269,2025-01-31 12:54:52.945269
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.2; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0"", ""ip"": ""29.50.152.249"", ""customer-id"": null, ""product"": 10, ""position"": 2}",447,2025-01-31 12:54:52.986033,2025-01-31 12:54:52.986033
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.2; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0"", ""ip"": ""29.50.152.249"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/10""}",448,2025-01-31 12:54:53.027148,2025-01-31 12:54:53.027148
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.2.20) Gecko/2013-09-20 12:34:22 Firefox/3.8"", ""ip"": ""69.39.188.193"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/5""}",449,2025-01-31 12:54:53.073140,2025-01-31 12:54:53.073140
SEARCH,"{""user-agent"": ""Opera/8.85.(X11; Linux i686; dv-MV) Presto/2.9.169 Version/11.00"", ""ip"": ""109.27.248.84"", ""customer-id"": null, ""query"": ""User-centric non-volatile hierarchy""}",450,2025-01-31 12:54:53.114844,2025-01-31 12:54:53.114844
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)"", ""ip"": ""222.242.162.56"", ""customer-id"": null, ""product"": 7, ""position"": 2}",451,2025-01-31 12:54:53.155249,2025-01-31 12:54:53.155249
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)"", ""ip"": ""222.242.162.56"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/7"", ""referrer"": ""https://google.com""}",452,2025-01-31 12:54:53.196322,2025-01-31 12:54:53.196322
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1)"", ""ip"": ""24.2.191.92"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/22""}",453,2025-01-31 12:54:53.236717,2025-01-31 12:54:53.236717
ADD_PRODUCT_TO_CART,"{""product"": 14, ""customer-id"": 22}",454,2025-01-31 12:54:53.275274,2025-01-31 12:54:53.275274
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_6 rv:2.0; ce-RU) AppleWebKit/531.16.2 (KHTML, like Gecko) Version/4.1 Safari/531.16.2"", ""ip"": ""204.212.76.211"", ""customer-id"": null, ""query"": ""Innovative uniform intranet""}",455,2025-01-31 12:54:53.318891,2025-01-31 12:54:53.318891
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.1.5 (KHTML, like Gecko) Version/5.0.1 Safari/532.1.5"", ""ip"": ""70.20.245.23"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/8""}",456,2025-01-31 12:54:53.361946,2025-01-31 12:54:53.361946
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.14.2 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.2"", ""ip"": ""93.222.194.240"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/12""}",457,2025-01-31 12:54:53.413111,2025-01-31 12:54:53.413111
SEARCH,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""34.222.176.195"", ""customer-id"": null, ""query"": ""Team-oriented foreground core""}",458,2025-01-31 12:54:53.466690,2025-01-31 12:54:53.466690
SIGN_UP_SUCCESS,"{""user-agent"": ""Opera/9.74.(X11; Linux x86_64; bg-BG) Presto/2.9.166 Version/11.00"", ""ip"": ""66.129.26.121"", ""customer-id"": 117}",1770,2025-01-31 12:56:35.166834,2025-01-31 12:56:35.166834
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/15.0.893.0 Mobile/07I220 Safari/535.2"", ""ip"": ""17.204.39.157"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",459,2025-01-31 12:54:53.510594,2025-01-31 12:54:53.510594
PAGE_VIEW,"{""user-agent"": ""Opera/8.15.(X11; Linux x86_64; sq-ML) Presto/2.9.171 Version/12.00"", ""ip"": ""73.86.129.69"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",460,2025-01-31 12:54:53.557929,2025-01-31 12:54:53.557929
ADD_PRODUCT_TO_CART,"{""product"": 5, ""customer-id"": 26}",461,2025-01-31 12:54:53.607459,2025-01-31 12:54:53.607459
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/32.0.857.0 Mobile/82S857 Safari/531.2"", ""ip"": ""78.14.243.9"", ""customer-id"": null, ""product"": 11, ""position"": 2}",462,2025-01-31 12:54:53.648852,2025-01-31 12:54:53.648852
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/32.0.857.0 Mobile/82S857 Safari/531.2"", ""ip"": ""78.14.243.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/11"", ""referrer"": ""https://henderson-summers.com""}",463,2025-01-31 12:54:53.692187,2025-01-31 12:54:53.692187
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0)"", ""ip"": ""169.9.11.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/19""}",464,2025-01-31 12:54:53.732392,2025-01-31 12:54:53.732392
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.871.0 Safari/532.2"", ""ip"": ""216.199.213.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",465,2025-01-31 12:54:53.770994,2025-01-31 12:54:53.770994
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows NT 4.0; kok-IN; rv:1.9.1.20) Gecko/2014-10-02 17:41:48 Firefox/3.8"", ""ip"": ""1.129.30.192"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/1""}",466,2025-01-31 12:54:53.810540,2025-01-31 12:54:53.810540
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 40}",467,2025-01-31 12:54:53.850249,2025-01-31 12:54:53.850249
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/32.0.800.0 Mobile/55U948 Safari/532.1"", ""ip"": ""169.17.86.14"", ""customer-id"": 40, ""page"": ""https://xcc-webshop.com/category/14""}",468,2025-01-31 12:54:53.899997,2025-01-31 12:54:53.899997
PAGE_VIEW,"{""user-agent"": ""Opera/9.18.(Windows NT 5.01; gl-ES) Presto/2.9.171 Version/10.00"", ""ip"": ""1.17.231.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/17""}",469,2025-01-31 12:54:53.937174,2025-01-31 12:54:53.937174
PAGE_VIEW,"{""user-agent"": ""Opera/9.65.(Windows NT 10.0; is-IS) Presto/2.9.169 Version/12.00"", ""ip"": ""222.9.30.32"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",470,2025-01-31 12:54:54.126966,2025-01-31 12:54:54.126966
PAGE_VIEW,"{""user-agent"": ""Opera/8.78.(X11; Linux x86_64; tt-RU) Presto/2.9.181 Version/12.00"", ""ip"": ""6.83.148.180"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9"", ""referrer"": ""https://gonzalez.com""}",471,2025-01-31 12:54:54.168230,2025-01-31 12:54:54.168230
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.823.0 Safari/532.2"", ""ip"": ""192.34.181.113"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",472,2025-01-31 12:54:54.206036,2025-01-31 12:54:54.206036
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0)"", ""ip"": ""188.23.103.128"", ""customer-id"": null, ""product"": 12, ""position"": 0}",473,2025-01-31 12:54:54.244163,2025-01-31 12:54:54.244163
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0)"", ""ip"": ""188.23.103.128"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/12"", ""referrer"": ""https://google.com""}",474,2025-01-31 12:54:54.282985,2025-01-31 12:54:54.282985
PAGE_VIEW,"{""user-agent"": ""Opera/9.71.(Windows NT 4.0; fy-NL) Presto/2.9.176 Version/11.00"", ""ip"": ""70.26.253.189"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/15""}",475,2025-01-31 12:54:54.322925,2025-01-31 12:54:54.322925
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/61.0.841.0 Safari/536.1"", ""ip"": ""80.213.248.117"", ""customer-id"": null, ""query"": ""Down-sized leadingedge hub""}",476,2025-01-31 12:54:54.362588,2025-01-31 12:54:54.362588
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.6v9041.0 Mobile/53Q595 Safari/536.2"", ""ip"": ""120.195.117.62"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/9""}",477,2025-01-31 12:54:54.402084,2025-01-31 12:54:54.402084
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/cart""}",478,2025-01-31 12:54:54.441754,2025-01-31 12:54:54.441754
SIGN_UP_SUCCESS,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": 67}",479,2025-01-31 12:54:54.637301,2025-01-31 12:54:54.637301
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2011-03-10 02:43:00 Firefox/3.8"", ""ip"": ""184.122.154.210"", ""customer-id"": 67, ""page"": ""https://xcc-webshop.com/checkout""}",480,2025-01-31 12:54:54.682983,2025-01-31 12:54:54.682983
PLACED_ORDER,"{""order"": 1}",481,2025-01-31 12:54:54.874869,2025-01-31 12:54:54.874869
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 3.2.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0"", ""ip"": ""44.213.252.202"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/14"", ""referrer"": ""https://moody.com""}",482,2025-01-31 12:54:54.963824,2025-01-31 12:54:54.963824
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2010-03-03 15:50:17 Firefox/3.6.2"", ""ip"": ""38.81.122.61"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",483,2025-01-31 12:54:55.007796,2025-01-31 12:54:55.007796
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0)"", ""ip"": ""98.144.147.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/4""}",484,2025-01-31 12:54:55.055871,2025-01-31 12:54:55.055871
SEARCH,"{""user-agent"": ""Opera/8.80.(Windows NT 6.2; wa-BE) Presto/2.9.175 Version/11.00"", ""ip"": ""129.95.69.110"", ""customer-id"": null, ""query"": ""Centralized context-sensitive standardization""}",485,2025-01-31 12:54:55.100140,2025-01-31 12:54:55.100140
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/57.0.801.0 Safari/531.0"", ""ip"": ""181.100.231.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/9""}",486,2025-01-31 12:54:55.138721,2025-01-31 12:54:55.138721
ADD_PRODUCT_TO_CART,"{""product"": 11, ""customer-id"": 55}",487,2025-01-31 12:54:55.177298,2025-01-31 12:54:55.177298
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": 55, ""product"": 2, ""position"": 0}",488,2025-01-31 12:54:55.216496,2025-01-31 12:54:55.216496
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0)"", ""ip"": ""180.132.226.163"", ""customer-id"": 55, ""page"": ""https://xcc-webshop.com/products/2""}",489,2025-01-31 12:54:55.290746,2025-01-31 12:54:55.290746
PAGE_VIEW,"{""user-agent"": ""Opera/8.32.(X11; Linux x86_64; te-IN) Presto/2.9.180 Version/12.00"", ""ip"": ""34.132.185.228"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",490,2025-01-31 12:54:55.330997,2025-01-31 12:54:55.330997
PLACED_ORDER,"{""order"": 5}",1772,2025-01-31 12:56:35.805666,2025-01-31 12:56:35.805666
ADD_PRODUCT_TO_CART,"{""product"": 2, ""customer-id"": 27}",1927,2025-01-31 12:56:48.432138,2025-01-31 12:56:48.432138
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1)"", ""ip"": ""142.65.107.20"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/21""}",491,2025-01-31 12:54:55.370954,2025-01-31 12:54:55.370954
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.4f7305.0 Mobile/36H336 Safari/536.0"", ""ip"": ""122.21.138.175"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",492,2025-01-31 12:54:55.409158,2025-01-31 12:54:55.409158
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_0 rv:4.0; tk-TM) AppleWebKit/533.34.3 (KHTML, like Gecko) Version/4.0.5 Safari/533.34.3"", ""ip"": ""107.201.128.235"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/cart""}",493,2025-01-31 12:54:55.458285,2025-01-31 12:54:55.458285
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""product"": 11, ""position"": 2}",494,2025-01-31 12:54:55.522001,2025-01-31 12:54:55.522001
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/22.0.871.0 Safari/535.2"", ""ip"": ""151.103.154.50"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/11"", ""referrer"": ""https://schmidt.com""}",495,2025-01-31 12:54:55.561001,2025-01-31 12:54:55.561001
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.863.0 Safari/534.2"", ""ip"": ""155.72.180.101"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/11""}",496,2025-01-31 12:54:55.599501,2025-01-31 12:54:55.599501
SEARCH,"{""user-agent"": ""Opera/8.44.(X11; Linux i686; apn-IN) Presto/2.9.181 Version/10.00"", ""ip"": ""162.85.38.216"", ""customer-id"": null, ""query"": ""Reduced background moratorium""}",497,2025-01-31 12:54:55.640240,2025-01-31 12:54:55.640240
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.846.0 Safari/532.2"", ""ip"": ""142.108.219.46"", ""customer-id"": null, ""query"": ""Extended bi-directional hub""}",498,2025-01-31 12:54:55.680543,2025-01-31 12:54:55.680543
